"baran";"2021-03-12";"Barany będą dziś niesforne i niecierpliwe. Nie pomylcie się dziś w rachunkach i uważajcie, bo grożą wam nieporozumienia podczas rozmów ze starszymi osobami. Po południu zainteresują was niewyjaśnione i zagadkowe sprawy. Być może odkryjecie w ten sposób nowe hobby? Przychylny wam znak zodiaku to Wodnik."
"baran";"2021-03-11";"Barany postanowią coś w swoim życiu zmienić. Natychmiastowe rozwiązania uznacie za najbardziej interesujące. Niestety, otoczenie może nie nadążyć za waszymi pomysłami. Nadmiar energii wyładujcie podczas spaceru lub wiosennych porządków. Po południu bądźcie ostrożni za kierownicą. Sprzyjający wam znak zodiaku to energiczny Wodnik."
"baran";"2021-03-10";"Barany zapragną być lubiane i przez wszystkich podziwiane. Nie przejmujcie się plotkami i przypadkowo zasłyszanymi opiniami. Czyjaś niemądra uwaga może sprawić, że nabawicie się niepotrzebnych kompleksów. Popołudnie sprzyja udanym randkom. Przychylny wam znak zodiaku to sympatyczna Waga."
"baran";"2021-03-09";"Barany zaskoczą wszystkich swoimi pomysłami. Nie leniuchujcie, bo dzień sprzyja rozpoczynaniu nowych spraw. Możecie liczyć na poprawę samopoczucia, a ludzie będą wam sprzyjać. Wieczorem nie spieszcie się, bo zapomnicie o prośbie bliskiej osoby. Przychylny wam znak zodiaku to Koziorożec."
"baran";"2021-03-08";"Barany będą ambitne i dokładne. Wykorzystajcie przepisy na swoją korzyść, a odniesiecie dziś zawodowy sukces. Wobec przeciwników bądźcie uprzejmi, ale także bardziej pewni siebie. Dzień sprzyja rozmowom z osobami na wysokich stanowiskach. Byk pomoże wam coś załatwić."
"baran";"2021-03-07";"Barany pomyślą o pieniądzach i długach, ale możliwe są nieporozumienia z krewnymi, którzy mają na ten temat swoje własne zdanie. Po południu ogarnie was sentymentalny nastrój. Nie róbcie niczego na siłę, poświęćcie więcej czasu sprawom zdrowia i urody. Humor poprawi wam pogawędka z zodiakalną Panną lub Skorpionem."
"baran";"2021-03-06";"Barany nie znajdą dziś wielu powodów narzekania. Sprawy układać się będą po waszej myśli, ale wobec osób starszych postarajcie się wykazać więcej dyplomacji. Dziś możecie z powodzeniem promować własne projekty i poważnie rozmawiać o rodzinnych obowiązkach. Sprzyjający wam znak zodiaku to Koziorożec."
"baran";"2021-03-05";"Barany czeka udany dzień. W sprawach towarzyskich możecie liczyć na niespodzianki i ciekawe wydarzenia. Zapomnijcie o rutynie i starych urazach, a szczęście zacznie wam sprzyjać. Możecie dziś liczyć na przyjaciół, a zawarte znajomości okażą się bardzo ciekawe. Sprzyjający wam znak zodiaku to Bliźnięta."
"baran";"2021-03-04";"Barany będą dziś bardzo tajemnicze. Dzień sprzyja poważnym przemyśleniom na temat cudzych zarobków i interesów. Nie dzielcie się informacjami, jakie posiadacie. Przy okazji odkrywania cudzych sekretów okaże się, że sami także macie wiele do ukrycia. Sprzyjający wam znak zodiaku to Skorpion."
"baran";"2021-03-03";"Barany czeka sympatyczny dzień. Będziecie optymistyczni i weseli, a sił do uporania się z trudnymi sprawami wam nie zabraknie. Ludzie chętnie będą was słuchać i pytać o radę. Wieczorem bądźcie jednak ostrożni. W towarzystwie Skorpiona wpadniecie na trop intrygi."
"baran";"2021-03-02";"Barany policzą swoje dochody i postanowią natychmiast ubiegać się o wyższe stanowisko. Możliwe są z tego powodu różne dyskusje, a nawet nieporozumienia. We wszystkim pomoże wam pewna życzliwa osoba. Zastanówcie się, kto mógłby to być. Sprzyjające wam znaki to Bliźnięta i Ryby."
"baran";"2021-03-01";"Barany skoncentrują się raczej na swoich przemyśleniach, niż na szukaniu nowych atrakcji. Dodatkowych obowiązków nie ma co brać sobie dzisiaj na głowę. Dzień sprzyja wspomnieniom, zwłaszcza tym radosnym. Dawne historie mogą być świetną inspiracją do nowych pomysłów. Z Wodnikiem łatwiej wcielicie je w życie."
"bliznieta";"2021-03-30";"Bliźnięta zapragną rozrywki i nowych przygód. Na szczęście okazji do spotkań z przyjaciółmi nie powinno dziś zabraknąć. Dzień sprzyja też zakupom i niecodziennym pomysłom na hobby. Przychylny wam znak zodiaku to Baran, ale uważajcie na nerwową Pannę."
"bliznieta";"2021-03-29";"Bliźnięta szybko uporają się z obowiązkami, a potem rusza załatwiać prywatne sprawy. Poniedziałkowe popołudnie sprzyja udanym zakupom i spotkaniom z przyjaciółmi. Nowe wiadomości, w tym nawet plotki, dadzą wam do myślenia. Warto otwarcie zapytać o co w nich chodzi. Przychylne wam znaki zodiaku to Baran i Wodnik."
"bliznieta";"2021-03-28";"Bliźnięta poczują, że dom jest dla nich zbyt mały i z chęcią zorganizują wycieczkę. Bawcie się i odpoczywajcie, ale uważajcie na innych ludzi. Wasze swobodne zachowanie może się nie spodobać pewnej marudnej osobie. Szkoda jednak czasu na dyskusje z kimś, kto o tak nie zmieni swojego zdania. Humor poprawią wam żarty z Rakiem."
"bliznieta";"2021-03-27";"Bliźnięta upomną się o zaległą obietnicę lub inne przywileje. Postarajcie się być dyplomatami, a osiągniecie swój cel. Popołudnie to dobra pora, aby wybrać się na porządne zakupy. Wstąpcie także do delikatesów po ulubiony przysmak. Przychylny wam znak zodiaku to cierpliwy Rak."
"bliznieta";"2021-03-26";"Bliźnięta będą przyjaźnie nastawione do świata i ludzi. Nie obawiajcie się stanąć w obronie słabszych i potrzebujących. Po południu jednak grożą wam przejściowe nieporozumienia i trudności. Wyjaśnicie je dzięki cierpliwości i opanowaniu. Sprzyjający wam znak zodiaku to Koziorożec."
"bliznieta";"2021-03-25";"Bliźnięta czeka pracowity i udany dzień. wasze zdolności do organizowania bardzo się przydadzą i zostaną wreszcie należycie docenione. Będziecie rozstrzygać spory, wyjaśniać sprawy i problemy. Popołudnie sprzyja ważnym postanowieniom. Przychylny wam znak zodiaku to Baran."
"bliznieta";"2021-03-24";"Bliźnięta muszą się liczyć z drobnymi przeciwnościami losu. Ktoś się spóźni lub o czymś ważnym zapomni. Znieście to ze spokojem. Szkoda energii na kłótnie czy wyrzuty. W kontaktach z ludźmi przyda się wam więcej wyrozumiałości i czułości. Przychylne wam znaki zodiaku to Rak i Ryby."
"bliznieta";"2021-03-23";"Bliźnięta od rana będą aktywne i wesołe. Każdego, kto zechce ograniczyć wasze zachcianki, uznacie dziś za wielkiego wroga. Więcej uśmiechu i radości, a uda się wam uniknąć konfliktów. Zawarte dziś znajomości już niedługo okażą się przydatne. Przychylne wam znaki zodiaku to Bliźnięta i Strzelec."
"bliznieta";"2021-03-22";"Bliźnięta chętnie zmienią ułożone wcześniej plany, przez co czeka je trochę zamieszania. Dzień sprzyja podróżom, randkom i zdobywaniu nowych przyjaciół. Różne porozumienia, jakie zawrzecie z ludźmi okażą się bardzo opłacalne. Sprzyjający wam znak zodiaku to optymistyczny Lew."
"bliznieta";"2021-03-21";"Bliźnięta będą dociekliwe i ostrożne. Dzień sprzyja ciekawym rozmowom. Zwracajcie większą uwagę na uczucia innych i unikajcie rozsądzania cudzych sporów. Po południu chwila drzemki lub spacer pozwolą wam zregenerować siły. Sprzyjający wam znak zodiaku to Ryby."
"bliznieta";"2021-03-20";"Bliźnięta będą dziś świętować różne sukcesy. Przyjaciele tylko czekają, aż ich zaprosicie. Dobry humor was nie opuści. Dzień sprzyja szybkim zakupom i zawieraniu nowych znajomości. Macie też szczęście w miłości. Przychylny wam znak zodiaku to Baran."
"bliznieta";"2021-03-19";"Bliźnięta mogą być z czegoś niezadowolone. Nie czepiajcie się szczegółów, a od razu poczujecie przypływ sił. Po południu ktoś z rodziny może potrzebować waszej pomocy, możliwe są nawet niespodziewane odwiedziny. Wieczorem zarezerwujcie czas tylko dla siebie i poczytajcie ulubioną książkę. Sprzyjający wam znak zodiaku to Ryby."
"bliznieta";"2021-03-18";"Bliźnięta od rana będą w wojowniczym nastroju. Nie pozwolicie, aby ktokolwiek wszedł wam w drogę. Spory i spięcia, w jakie się dziś zaangażujecie mogą być bardzo twórcze. Wieczorem uważajcie za kierownicą. Sprzyjający wam znak zodiaku to Koziorożec."
"bliznieta";"2021-03-17";"Bliźnięta rano mogą mieć problemy z koncentracją. Jednak już wczesnym popołudniem poczujecie przypływ sił życiowych i optymizmu. Dzień sprzyja ciekawym propozycjom zawodowym i nowym znajomościom. Po południu warto wybrać się z zaległą wizytą. Sprzyjający wam znak zodiaku to Baran."
"bliznieta";"2021-03-16";"Bliźnięta odkryją nowe zainteresowania. Ktoś podpowie wam jak rozwiązać problem i przekona was do odważnego pomysłu. Dzień sprzyja podróżom i nowym znajomościom. Wieczorem uważajcie za kierownicą i nie popisujcie się zanadto swoimi sportowymi talentami. Sprzyjający wam znak zodiaku to Waga."
"bliznieta";"2021-03-15";"Bliźnięta będą planować i decydować co trzeba zrobić w domu lub w pracy. To dobry dzień, aby upomnieć się o swoje prawa. Bliźnięta, które gospodarują domem, zrobią plany wiosennych zakupów. Dzień sprzyja też porządkom i urządzaniu mieszkania. Sprzyjające wam znaki to Rak i Panna."
"bliznieta";"2021-03-14";"Bliźnięta będą dziś sympatyczne i uczynne. Chętnie komuś pomożecie lub udzielicie mądrej rady. Dzień sprzyja zabawie, twórczości i nawiązywaniu przyjaźni. Wieczorem unikajcie sporów, bo ktoś może wykorzystać waszą dobrą wolę. Przychylny wam znak zodiaku to Strzelec."
"bliznieta";"2021-03-13";"Bliźnięta będą wyjaśniać różne tajemnice. Czyjeś zachowanie zadziwi was i stanie się pretekstem do pouczających rozważań. Zaufajcie dziś swojej intuicji. Nie obiecujcie ludziom zbyt wiele i zachowajcie spokój wobec niespodziewanych propozycji, także finansowych. Przychylny wam znak zodiaku to Skorpion."
"bliznieta";"2021-03-12";"Bliźnięta zainteresują się sprawami sąsiadów i przyjaciół. Nie przejmujcie się każdą plotką, jaką usłyszycie, bo wasi rozmówcy mogą wcale nie być aż tak dobrze poinformowani. Dzień sprzyja zakupom. Najlepsza pora dnia to popołudnie, a sprzyjający wam znak zodiaku to wszędobylskie Wodniki."
"bliznieta";"2021-03-11";"Bliźnięta będą łagodzić konflikty i spory. Dzień sprzyja realizacji nowych planów. Dobry humor was nie opuści. Możecie liczyć na szczęśliwe zbiegi okoliczności i dobre wiadomości. Po południu bądźcie bardziej skromni, a zyskacie czyjś szacunek i podziw. Przychylne wam znaki zodiaku to Baran i Strzelec."
"bliznieta";"2021-03-10";"Bliźnięta będą pomysłowe i bardzo ciekawskie. Ploteczki i nowe wiadomości sprawią, że jakaś sprawa towarzyska nagle ukaże się wam w zupełnie nowym świetle. Po południu wybierzcie się na spacer, bo ruch dobrze wam dzisiaj zrobi. Sprzyjający wam znak zodiaku to Lew."
"bliznieta";"2021-03-09";"Bliźnięta będą niespokojne, a nawet niepotrzebnie nerwowe. W każdej sytuacji zapragniecie zaznaczyć swą niezależność, a także zerwać z nudą i rutyną. Wasze plany udadzą się, jeśli tylko zrobicie plan działań i będziecie pamiętać o złożonych obietnicach. Sprzyjający wam znak zodiaku to Wodnik."
"bliznieta";"2021-03-08";"Bliźnięta mają szczęście w sprawach finansowych. Myślcie o pieniądzach i karierze, nie dajcie się wykorzystywać. Dzień sprzyja decyzjom, które dotyczą rodzinnego majątku, a także zdobywaniu informacji w bankach i urzędach. Wieczorem pomyślcie też o przyjemnościach. Od Panny lub Byka usłyszycie komplement, który poprawi wam humor."
"bliznieta";"2021-03-07";"Bliźnięta niechętnie wyjdą z domu. Łatwo będzie was zaniepokoić, a nawet zdenerwować. Nie przejmujcie się drobiazgami, a wszystko będzie dobrze. Nie żałujcie dziś sobie na ulubione przyjemności. Słodki deser skutecznie uchroni was przed złym humorem. Przychylny wam znak zodiaku to sympatyczne Ryby."
"bliznieta";"2021-03-06";"Bliźnięta będą dziś pogodne i wyrozumiałe. Będziecie wrażliwi na piękno otoczenia. Warto wybrać się na spacer lub obejrzeć piękny film. Sztuka i luksusowe przedmioty wywrą na was wielkie wrażenie. Po południu zatroszczcie się o własną wygodę. Chwila błogiego lenistwa dobrze wam dzisiaj zrobi. Przychylny wam znak zodiaku to Byk."
"bliznieta";"2021-03-05";"Bliźnięta mają przed sobą dzień nowych możliwości. Aura sprzyja mądrym decyzjom. Warto dziś zrobić coś zupełnie nowego lub chociaż zapisać swoje genialne pomysły. Im więcej dzisiaj zrobicie i zaplanujecie, tym lepsze będą wasze oceny w przyszłości. Sprzyjający wam znak zodiaku to Baran."
"bliznieta";"2021-03-04";"Bliźnięta będą dziś pewne siebie i przedsiębiorcze. Łatwo uporacie się z problemami, ale przemyślcie swoje dotychczasowe postępowanie. W ten sposób nie popełnicie dwa razy tych samych błędów. Wieczorem uważajcie, aby niewinna uwaga nie stała się przyczyną rodzinnych nieporozumień. Zanim skrytykujecie Wagę, pomyślcie dziś dwa razy."
"bliznieta";"2021-03-03";"Bliźnięta czeka spokojny dzień. Warto słuchać dziś ludzi, pytać o radę czy opinię. Wiele się nauczycie, a także zyskacie opinię osób inteligentnych i bezpośrednich. W towarzystwie unikajcie plotek, bo wplączecie się w niepotrzebny konflikt. Dzień sprzyja też nowym flirtom. Przychylny wam znak zodiaku to Waga."
"bliznieta";"2021-03-02";"Bliźnięta będą niespokojne. Mogą nie wykonać służbowego polecenia lub otwarcie zbuntować się przeciwko starym przepisom. Dzień sprzyja za to poznawaniu ciekawych wynalazków technicznych. Także zakupy będą dzisiaj udane. Sprzyjające wam znaki to Raki i Koziorożce."
"bliznieta";"2021-03-01";"Bliźnięta będą w dobrym humorze, ale rodzina wymyśli mnóstwo zadań, z których trzeba się będzie wywiązać. Zamiast się złościć, postawcie na niekonwencjonalne rozwiązania. Do starych rozwiązań nie ma co wracać. Jest poniedziałek, ale niech będzie w domu miło i wesoło. Sprzyjający wam znak zodiaku to Baran."
"byk";"2021-03-30";"Byki będą upierać się przy swoich pomysłach. Nikt nie zmusi was do zrobienia tego, na co nie macie ochoty. Taki nastrój nie sprzyja załatwianiu służbowych spraw. Odpocznijcie i nie bierzcie na siebie obowiązków, których nie trzeba koniecznie dziś załatwiać. Przychylny wam znak zodiaku to Panna."
"byk";"2021-03-29";"Byki zaczną tydzień od dobrego uczynku. Na wasze dobre serce można będzie liczyć. Uważajcie tylko, aby ktoś w swoich prośbach nie posunął się za daleko. Jeśli Rak lub Panna zrzuca na was swoją pracę, trzeba zaprotestować. Samotne Byki uwaga, macie dziś szczęście w miłości. Przychylne wam znaki zodiaku to Rak i Lew."
"byk";"2021-03-28";"Byki zajmą się planowaniem różnych rozrywek, ale rodzina postanowi obarczyć je dodatkowymi domowymi obowiązkami. Niestety, trzeba będzie zrobić to, co dawniej komuś obiecaliście. Po południu przyjdzie czas na zabawę. Sprzyjający wam znak zodiaku to Lew."
"byk";"2021-03-27";"Byki będą w dobrym humorze. Dzień zapowiada się bardzo sympatycznie, ale w nie angażujcie się w sąsiedzkie spory i konflikty. Po południu warto spotkać się z przyjaciółmi, ale pod ich wpływem nie podejmujcie pochopnych decyzji finansowych. Sprzyjający wam znak zodiaku to Lew."
"byk";"2021-03-26";"Bykom trudno będzie dziś zapomnieć o służbowych troskach. Ktoś się spóźni lub czegoś zapomni, co was niepotrzebnie rozzłości. Nie przejmujcie się tak bardzo, bo stracicie dobry humor. Popołudnie sprzyja trosce o zdrowie i kondycję. Przychylny wam znak zodiaku to wyrozumiałe Ryby."
"byk";"2021-03-25";"Byki bardzo poważnie pomyślą o sprawach majątkowych. Niewinna uwaga wzbudzi waszą czujność. Uważajcie w bankach i na poczcie, bo możliwe są nieporozumienia z obsługą. Popołudnie sprzyja prywatnym sprawom i rozmyślaniom. Towarzyskie atrakcje okażą się mniej kuszące niż zwykle. Przychylny wam znak zodiaku to Skorpion."
"byk";"2021-03-24";"Byki będą towarzyskie i wyrozumiałe. Uważajcie na słowa, bo ktoś może wziąć na poważnie wasze żartobliwe obietnice i zapewnienia. Popołudnie sprzyja udanym zakupom, spotkaniom z przyjaciółmi i planowaniu majówkowych podróży. Przychylne wam znaki zodiaku to Bliźnięta i Lew."
"byk";"2021-03-23";"Byki chętnie porzucą obowiązki, aby tylko spotkać się ze znajomymi i mile pogawędzić. Im dziwniejsze będą omawiane sprawy, tym większe będzie wasze zainteresowanie. Popołudnie sprzyja zakupom i dobrej zabawie. Przychylne wam znaki zodiaku to Rak i Panna."
"byk";"2021-03-22";"Byki skoncentrują się na swoich przemyśleniach. Odpocznijcie i nie obciążajcie się dodatkowymi obowiązkami. Popołudnie sprzyja wspomnieniom i marzeniom. Stare sprawy i historie mogą być świetną inspiracją do nowych pomysłów. Zadzwońcie do Bliźniaka, a dowiecie się czegoś bardzo ciekawego."
"byk";"2021-03-21";"Byki będą dziś podatne na sugestie i prośby. Uważajcie, aby nie paść ofiarą manipulacji nieżyczliwych wam osób. Na szczęście intuicja was dzisiaj nie zawiedzie. Popołudnie sprzyja spacerom, macie też powodzenie w miłości. Sprzyjający znak zodiaku to Waga."
"byk";"2021-03-20";"Byki od rana zbierać będą ploteczki i żarty. Będziecie weseli i wyrozumiali, chętnie wybierzecie się na spacer lub złożycie komuś wizytę. Dzień sprzyja szybkim zakupom, nie żałujcie więc sobie luksusów na wiosnę. Przychylne wam znaki zodiaku to Lew i Waga."
"byk";"2021-03-19";"Byki postanowią coś w swoim życiu natychmiast zmienić. Zajmijcie się zdrowiem i urodą, zróbcie w szafie niezbędne porządki. Popołudnie sprzyja pogawędkom z przyjaciółmi. Uważajcie jednak, bo łatwo będzie was namówić na szalone i ryzykowne pomysły. Sprzyjający wam znak zodiaku to Waga."
"byk";"2021-03-18";"Byki czeka niespokojny dzień. Ktoś spróbuje wywrzeć na was swój wpływ i skłonić do podjęcia pośpiesznej decyzji. Intuicja podpowie wam jak uniknąć trudnej sytuacji. Jednak na wszelki wypadek nie obiecujcie innym zbyt wiele. Sprzyjające wam znaki zodiaku to Rak i Ryby."
"byk";"2021-03-17";"Byki będą miały wielką ochotę na towarzyskie spotkania i ciekawe rozmowy. Ambitne pomysły i nowe plany dadzą wam szansę zabłyśnięcia w otoczeniu. W swoim postępowaniu kierujcie się także dobrem innych. Sprzyjający wam znak zodiaku to przedsiębiorczy Baran i elegancka Waga."
"byk";"2021-03-16";"Byki będą w dobrym nastroju. Chętnie wybaczycie urazy i przymkniecie oko na cudze błędy. Wieczorem postarajcie się nie wtrącać w cudze sprawy, bo wasze dobre intencje mogą zostać źle zrozumiane. Lepiej idźcie na spacer lub zajmijcie się hobby. Sprzyjające wam znaki zodiaku to Rak i Ryby."
"byk";"2021-03-15";"Byki będą romantyczne i nostalgiczne. Przejrzą fotografie, przypomną sobie starych znajomych i zaczną tęsknić za dawnymi czasami. Wieczorem bliska osoba rozweseli was sympatycznym żartem. Sprzyjające wam znaki to Rak i Skorpion, nie złośćcie się na Wodnika żartownisia."
"byk";"2021-03-14";"Byki będą dziś wierne tradycji, co może bardzo zadziwić ich znajomych i bliskich. Nowoczesne wynalazki i rewolucyjne pomysły nie będą dziś was zachwycać. Możecie być sentymentalni i bardzo opiekuńczy. Dzień sprzyja pomaganiu rodzinie i trosce o zdrowie. Sprzyjający wam znak zodiaku to spokojny Rak."
"byk";"2021-03-13";"Byki będą bardzo tajemnicze. Rano waszą uwagę zaprzątną ponure i dziwne historie, których wyjaśnienie okaże się dość trudne. W sprawach finansowych uważajcie, bo ktoś może próbować posunąć się za daleko w swoich żądaniach. Po południu humor poprawią wam przyjaciele. Sprzyjający znak zodiaku to Skorpion."
"byk";"2021-03-12";"Byki staną dziś na straży domowego porządku i rodzinnej tradycji. Od rana będziecie niezwykle energiczni i bardzo wymagający. Przyda się wam więcej uśmiechu i optymizmu. Najlepsza pora dnia to popołudnie. Warto wybrać się na spacer i odpocząć od nużących obowiązków. Przychylny wam znak zodiaku to Rak."
"byk";"2021-03-11";"Byki będą ciche i spokojne, jednak w ich sercach gotować się będzie wiele silnych emocji. Ukryte sprawy i rodzinne tajemnice bardzo was dziś zainteresują. Przed waszym czujnym okiem niczego nie da się ukryć. Nie bądźcie jednak zazdrośni i nie denerwujcie się z byle powodu. Sprzyjający wam znak zodiaku to ciekawskie Bliźnięta."
"byk";"2021-03-10";"Byki czeka niespokojny dzień. Będziecie niecierpliwi i skłonni do podejmowania bardzo pośpiesznych decyzji. Przypadkowo mogą wyjść na jaw niedociągnięcia i zaniedbania, na które dotychczas nie zwracaliście uwagi. Sprzyjający wam znak zodiaku to Panna."
"byk";"2021-03-09";"Byki mogą dziś mieć trudności z przedstawianiem swoich pomysłów i planów. Ludzie mogą was nie zrozumieć, a wasze polecenia wykonać na opak. Zamiast złościć się na innych, lepiej osobiście pilnujcie ważnych spraw. Popołudnie sprzyja nawiązywaniu romantycznych znajomości. Sprzyja wam Lew."
"byk";"2021-03-08";"Byki mogą dziś liczyć na szczęśliwe zbiegi okoliczności. Wyjaśni się jakaś tajemnicza sprawa lub odnajdzie ważny przedmiot. Nie wstydźcie się przedstawiać ludziom swoich pomysłów. Macie szansę zyskać uznanie, a nawet dodatkowe pieniądze.Sprzyjający wam znak zodiaku to Lew."
"byk";"2021-03-07";"Byki przejmą się dzisiaj losem innych ludzi. Niespodziewanie okaże się, że trzeba komuś pomóc. Nie ulegajcie presji otoczenia i zostawcie trochę czasu tylko dla siebie. Dzień sprzyja mądrym decyzjom, które dotyczą zdrowia, kondycji i urody. Wieczorem warto obejrzeć dobry film. Przychylny wam znak zodiaku to Waga."
"byk";"2021-03-06";"Byki czeka miły dzień. Zaufajcie przyjaciołom i nie odrzucajcie zaproszeń na towarzyskie spotkania. Macie szansę zyskać ciekawych znajomych, którzy zainspirują was do nowych i dochodowych pomysłów. Wieczorem uważajcie jednak, aby wasze zachcianki nie stały się zbyt ryzykowne. Sprzyjający wam znak zodiaku to Baran."
